Column1;Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;Instrument;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;create_date;version;Sample Name;SRA Study;Collection_Date;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;BioSampleModel;isolation_source;HOST;lat_lon;isolate;source_material_id;sample_type;strain;env_broad_scale;env_local_scale;env_medium;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Sample_name;Scientific_Name;INSDC_center_name;INSDC_status;Submitter_Id;common_name;ena_first_public;ena_last_update;external_id;INSDC_first_public;INSDC_last_update;ArrayExpress-SPECIES;sample_description;samp_mat_process;ref_biomaterial;collected_by;tissue;source_uvig;virus_enrich_appr;replicate;host_subject_id;project_name;host_common_name;geographic_location_(country_and/or_sea);geographic_location_(latitude);geographic_location_(longitude);host_tissue_sampled;broad-scale_environmental_context;ENA_first_public.1;ENA-STATUS-ID (exp);ENA-STATUS-ID (run);environmental_medium;local_environmental_context;Broker_name;Biological_Replicate;host_scientific_name;lab_host;fasta_file (run);host_taxid;isol_growth_condt;propagation;Host_Age;host_sex;specimen_voucher;host_body_product;host_tot_mass;misc_param;samp_capt_status;sex;BREED;Cultivar;dev_stage;ecotype;sub_species;sequencing_approach;actual_read_length (run);Investigation_type;library_id;RUN (run);total_bases (run);Host_disease;environment_(biome);environment_(feature);environment_(material);host-associated_environmental_package;Sequencing_method;samp_collect_device;SUBMISSION_TOOL (exp);SUBMISSION_TOOL (run);submission_tool;SUBMISSION_TOOL_VERSION (exp);SUBMISSION_TOOL_VERSION (run);SUBMISSION_TOOL_VERSION;genbank_accession;samp_size;sampleNumber;specific_host;virus_enrich_app;altitude;BIOME;env_package;experimental_factor;feature;identified_by;label;material;sample_ID;Host_Diet;organism.1;rel_to_oxygen
683;ERR3179240;WGS;500;2411302500;PRJEB6505;SAMEA5366048;1435010228;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207091;Illumina HiSeq 2500;DN459407R:A12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:46;1;SAMEA5366048;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75b8eb60-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75b8eb60-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;SAMEA5366048;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
684;ERR3179241;WGS;500;2606657000;PRJEB6505;SAMEA5366049;1552620257;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207092;Illumina HiSeq 2500;DN459407R:B12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:08;1;SAMEA5366049;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75c1ec10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75c1ec10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;SAMEA5366049;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;ERR3179242;WGS;500;2664200500;PRJEB6505;SAMEA5366050;1584583527;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207093;Illumina HiSeq 2500;DN459407R:C12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:32;1;SAMEA5366050;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75cb8900-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75cb8900-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;SAMEA5366050;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
686;ERR3179243;WGS;500;2466195500;PRJEB6505;SAMEA5366051;1466355986;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207094;Illumina HiSeq 2500;DN459407R:D12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:58;1;SAMEA5366051;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75da5610-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75da5610-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;SAMEA5366051;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
687;ERR3179244;WGS;500;2404952000;PRJEB6505;SAMEA5366052;1410088829;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207095;Illumina HiSeq 2500;DN459407R:E12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:10;1;SAMEA5366052;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75e6d930-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75e6d930-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;SAMEA5366052;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
688;ERR3179245;WGS;500;2283244500;PRJEB6505;SAMEA5366053;1350937953;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207096;Illumina HiSeq 2500;DN459407R:F12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:36;1;SAMEA5366053;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75ef8bc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75ef8bc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;SAMEA5366053;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;ERR3179246;WGS;500;2458245500;PRJEB6505;SAMEA5366054;1448171605;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207097;Illumina HiSeq 2500;DN459407R:G12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:58;1;SAMEA5366054;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75f81740-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75f81740-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:20Z;SAMEA5366054;2019-02-26T17:02:58Z;2019-02-21T09:19:20Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;ERR3179322;WGS;500;2301071500;PRJEB6505;SAMEA5366035;1376721431;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207173;Illumina HiSeq 2500;DN459407R:D10;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:57;1;SAMEA5366035;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;752cff10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;752cff10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:10Z;SAMEA5366035;2019-02-26T17:02:58Z;2019-02-21T09:19:10Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;ERR3179323;WGS;500;2382527000;PRJEB6505;SAMEA5366036;1422717418;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207174;Illumina HiSeq 2500;DN459407R:E10;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 21:39;1;SAMEA5366036;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;7536c310-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;7536c310-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:11Z;SAMEA5366036;2019-02-26T17:02:58Z;2019-02-21T09:19:11Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;ERR3179324;WGS;500;2319760000;PRJEB6505;SAMEA5366037;1386090483;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207175;Illumina HiSeq 2500;DN459407R:F10;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:29;1;SAMEA5366037;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;753f9cb0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;753f9cb0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:11Z;SAMEA5366037;2019-02-26T17:02:58Z;2019-02-21T09:19:11Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;ERR3179325;WGS;500;2420541000;PRJEB6505;SAMEA5366038;1432833735;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207176;Illumina HiSeq 2500;DN459407R:G10;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:59;1;SAMEA5366038;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;754bd1b0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;754bd1b0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:12Z;SAMEA5366038;2019-02-26T17:02:58Z;2019-02-21T09:19:12Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694;ERR3179326;WGS;500;2252486000;PRJEB6505;SAMEA5366039;1338696490;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207177;Illumina HiSeq 2500;DN459407R:H10;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 17:39;1;SAMEA5366039;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;7556f540-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;7556f540-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:12Z;SAMEA5366039;2019-02-26T17:02:58Z;2019-02-21T09:19:12Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
695;ERR3179327;WGS;500;2333318000;PRJEB6505;SAMEA5366040;1387041503;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207178;Illumina HiSeq 2500;DN459407R:A11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:29;1;SAMEA5366040;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75615580-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75615580-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:13Z;SAMEA5366040;2019-02-26T17:02:58Z;2019-02-21T09:19:13Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
696;ERR3179328;WGS;500;2894567500;PRJEB6505;SAMEA5366041;1726809005;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207179;Illumina HiSeq 2500;DN459407R:B11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 18:36;1;SAMEA5366041;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;756cc730-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;756cc730-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:13Z;SAMEA5366041;2019-02-26T17:02:58Z;2019-02-21T09:19:13Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;ERR3179329;WGS;500;277390500;PRJEB6505;SAMEA5366042;167498947;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207180;Illumina HiSeq 2500;DN459407R:C11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 21:10;1;SAMEA5366042;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;757838e0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;757838e0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:14Z;SAMEA5366042;2019-02-26T17:02:58Z;2019-02-21T09:19:14Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;ERR3179330;WGS;500;2014573500;PRJEB6505;SAMEA5366043;1200635571;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207181;Illumina HiSeq 2500;DN459407R:D11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 18:36;1;SAMEA5366043;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75833560-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75833560-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:14Z;SAMEA5366043;2019-02-26T17:02:58Z;2019-02-21T09:19:14Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;ERR3179331;WGS;500;2115129500;PRJEB6505;SAMEA5366044;1270852750;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207182;Illumina HiSeq 2500;DN459407R:E11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:20;1;SAMEA5366044;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;758ea710-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;758ea710-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:15Z;SAMEA5366044;2019-02-26T17:02:58Z;2019-02-21T09:19:15Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;ERR3179332;WGS;500;2204313500;PRJEB6505;SAMEA5366045;1310596512;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207183;Illumina HiSeq 2500;DN459407R:F11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:52;1;SAMEA5366045;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;7598e040-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;7598e040-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:15Z;SAMEA5366045;2019-02-26T17:02:58Z;2019-02-21T09:19:15Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
701;ERR3179333;WGS;500;2052065000;PRJEB6505;SAMEA5366046;1231152253;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207184;Illumina HiSeq 2500;DN459407R:G11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:57;1;SAMEA5366046;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75a64dc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75a64dc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:16Z;SAMEA5366046;2019-02-26T17:02:58Z;2019-02-21T09:19:16Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;ERR3179334;WGS;500;2117163500;PRJEB6505;SAMEA5366047;1260296402;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207185;Illumina HiSeq 2500;DN459407R:H11;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 17:49;1;SAMEA5366047;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75b011c0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75b011c0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:16Z;SAMEA5366047;2019-02-26T17:02:58Z;2019-02-21T09:19:16Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;ERR3179335;WGS;500;2451101500;PRJEB6505;SAMEA5366048;1459729513;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207186;Illumina HiSeq 2500;DN459407R:A12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 21:23;1;SAMEA5366048;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75b8eb60-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75b8eb60-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;SAMEA5366048;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;ERR3179336;WGS;500;2674285000;PRJEB6505;SAMEA5366049;1594940735;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207187;Illumina HiSeq 2500;DN459407R:B12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:59;1;SAMEA5366049;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75c1ec10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75c1ec10-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;SAMEA5366049;2019-02-26T17:02:58Z;2019-02-21T09:19:17Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705;ERR3179337;WGS;500;2716474500;PRJEB6505;SAMEA5366050;1617527070;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207188;Illumina HiSeq 2500;DN459407R:C12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:02;1;SAMEA5366050;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75cb8900-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75cb8900-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;SAMEA5366050;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;ERR3179338;WGS;500;2515522000;PRJEB6505;SAMEA5366051;1497563678;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207189;Illumina HiSeq 2500;DN459407R:D12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 19:58;1;SAMEA5366051;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75da5610-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75da5610-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;SAMEA5366051;2019-02-26T17:02:58Z;2019-02-21T09:19:18Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;ERR3179339;WGS;500;2450367500;PRJEB6505;SAMEA5366052;1438854408;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207190;Illumina HiSeq 2500;DN459407R:E12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 20:00;1;SAMEA5366052;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75e6d930-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75e6d930-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;SAMEA5366052;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;ERR3179340;WGS;500;2332050000;PRJEB6505;SAMEA5366053;1381149277;WELLCOME SANGER INSTITUTE;public;cram,run.zq,sra;ena,gs,ncbi,s3;ena,gs.us-east1,ncbi.public,s3.us-east-1;ERX3207191;Illumina HiSeq 2500;DN459407R:F12;PAIRED;RANDOM;GENOMIC;viral metagenome;ILLUMINA;28.02.2019 3:00;28.02.2019 21:27;1;SAMEA5366053;ERP006046;;;;;;;;;;;;;;;;2019-02-26;2019-02-26;75ef8bc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;SC;public;75ef8bc0-540d-11e6-9a3d-3c4a9275d6c8;viral metagenome;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;SAMEA5366053;2019-02-26T17:02:58Z;2019-02-21T09:19:19Z;viral metagenome;Total nucleic acid extraction from bat feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
