,ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
6952,KY054298,KY054298.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56399 clone 284598 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56399,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6953,KY054297,KY054297.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56377 clone 284592 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56377,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6954,KY054296,KY054296.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56376 clone 284555 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56376,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6955,KY054295,KY054295.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56370 clone 284639 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56370,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6956,KY054294,KY054294.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56369 clone 284575 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56369,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6957,KY054293,KY054293.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56366 clone 284533 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56366,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6958,KY054292,KY054292.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56353 clone 284563 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56353,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6959,KY054291,KY054291.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56352 clone 284621 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56352,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6960,KY054290,KY054290.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56347 clone 284548 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56347,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6961,KY054289,KY054289.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56346 clone 284551 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56346,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6962,KY054288,KY054288.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56339 clone 284627 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,345.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56339,Thailand,,24-Nov-2013,rectal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6963,KY054287,KY054287.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56326 clone 284624 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56326,Thailand,,24-Nov-2013,rectal swab,Rhinolophus coelophyllus,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6964,KY054286,KY054286.1,"Miniopterus schreibersii astrovirus 4 isolate Miniopterus schreibersii Astrovirus 4/PREDICT_B56322 clone 284661 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 4/PREDICT_B56322,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6965,KY054285,KY054285.1,"Miniopterus schreibersii astrovirus 12 isolate Miniopterus schreibersii Astrovirus 12/PREDICT_B55586 clone 281170 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus schreibersii astrovirus 12,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,382.0,,,Miniopterus schreibersii Astrovirus 12/PREDICT_B55586,Thailand,,05-May-2012,feces,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6966,KY054284,KY054284.1,"Miniopterus fuliginosus astrovirus XMM445 isolate Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56361 clone 284663 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus fuliginosus astrovirus XMM445,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,382.0,,,Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56361,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6967,KY054283,KY054283.1,"Miniopterus fuliginosus astrovirus XMM445 isolate Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56359 clone 284537 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus fuliginosus astrovirus XMM445,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,382.0,,,Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56359,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6968,KY054282,KY054282.1,"Miniopterus fuliginosus astrovirus XMM445 isolate Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56353 clone 284564 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus fuliginosus astrovirus XMM445,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,382.0,,,Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56353,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6969,KY054281,KY054281.1,"Miniopterus fuliginosus astrovirus XMM445 isolate Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56337 clone 284595 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus fuliginosus astrovirus XMM445,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,382.0,,,Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56337,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6970,KY054280,KY054280.1,"Miniopterus fuliginosus astrovirus XMM445 isolate Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56322 clone 284662 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Miniopterus fuliginosus astrovirus XMM445,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,382.0,,,Miniopterus fuliginosus Astrovirus XMM445/PREDICT_B56322,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6979,KY054271,KY054271.1,"Mamastrovirus 19 isolate Mamastrovirus-19/PREDICT_B55547 clone 281145 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Mamastrovirus 19,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus guangxiense,Mamastrovirus guangxiense,Astroviridae,382.0,,,Mamastrovirus-19/PREDICT_B55547,Thailand,,04-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6980,KY054270,KY054270.1,"Bat astrovirus Tm/Guangxi/LD89/2007 isolate Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B56429 clone 284540 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD89/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B56429,Thailand,,24-Nov-2013,rectal swab,Miniopterus magnater,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6981,KY054269,KY054269.1,"Bat astrovirus Tm/Guangxi/LD89/2007 isolate Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B56335 clone 284573 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD89/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B56335,Thailand,,24-Nov-2013,rectal swab,Rhinolophus coelophyllus,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6982,KY054268,KY054268.1,"Bat astrovirus Tm/Guangxi/LD89/2007 isolate Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55677 clone 281184 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD89/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,350.0,,,Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55677,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-350,1.0,NA-NA,,Mammalia
6983,KY054267,KY054267.1,"Bat astrovirus Tm/Guangxi/LD89/2007 isolate Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55677 clone 281183 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD89/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,,,Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55677,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-381,1.0,NA-NA,,Mammalia
6984,KY054266,KY054266.1,"Bat astrovirus Tm/Guangxi/LD89/2007 isolate Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55529 clone 281166 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD89/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD89/2007/PREDICT_B55529,Thailand,,04-May-2012,feces,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6985,KY054265,KY054265.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55675 clone 281180 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55675,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6986,KY054264,KY054264.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55660 clone 8447 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55660,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6987,KY054263,KY054263.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55636 clone 281174 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55636,Thailand,,05-May-2012,rectal swab,Hipposideros lekaguli,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6988,KY054262,KY054262.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55635 clone 8440 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55635,Thailand,,05-May-2012,rectal swab,Hipposideros lekaguli,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6989,KY054261,KY054261.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55621 clone 8434 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55621,Thailand,,05-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6990,KY054260,KY054260.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55527 clone 281157 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55527,Thailand,,04-May-2012,rectal swab,Hipposideros armiger,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6991,KY054259,KY054259.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55525 clone 8407 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55525,Thailand,,04-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6992,KY054258,KY054258.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55517 clone 281155 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55517,Thailand,,04-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6993,KY054257,KY054257.1,"Bat astrovirus Tm/Guangxi/LD46/2007 isolate Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55490 clone 8396 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD46/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD46/2007/PREDICT_B55490,Thailand,,04-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
6994,KY054256,KY054256.1,"Bat astrovirus Tm/Guangxi/LD43/2007 isolate Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55669 clone 281177 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD43/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55669,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6995,KY054255,KY054255.1,"Bat astrovirus Tm/Guangxi/LD43/2007 isolate Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55531 clone 281168 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD43/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55531,Thailand,,04-May-2012,feces,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6996,KY054254,KY054254.1,"Bat astrovirus Tm/Guangxi/LD43/2007 isolate Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55529 clone 281165 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD43/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD43/2007/PREDICT_B55529,Thailand,,04-May-2012,feces,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6997,KY054253,KY054253.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55688 clone 8459 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55688,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6998,KY054252,KY054252.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55686 clone 281189 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55686,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
6999,KY054251,KY054251.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55683 clone 8458 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55683,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
7000,KY054250,KY054250.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55680 clone 8413 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55680,Thailand,,06-May-2012,rectal swab,Hipposideros armiger,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
7001,KY054249,KY054249.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55679 clone 281185 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,382.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55679,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-382,1.0,NA-NA,,Mammalia
7002,KY054248,KY054248.1,"Bat astrovirus Tm/Guangxi/LD39/2007 isolate Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55676 clone 8411 RNA-dependent RNA polymerase gene, partial cds",24-FEB-2020,Bat astrovirus Tm/Guangxi/LD39/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,345.0,,,Bat Astrovirus Tm/Guangxi/LD39/2007/PREDICT_B55676,Thailand,,06-May-2012,rectal swab,Taphozous melanopogon,No,1.0,No,No,NA-NA,,1-345,1.0,NA-NA,,Mammalia
