ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class,1A_length,1B_length,2_length
OQ968303,OQ968303.1,"MAG: Mamastrovirus sp. isolate 20286/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6768.0,"Chen,M.",,20286/SD/CHN/HAstV-1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,82-2845,1.0,2784-4332,1.0,4324-6688,1.0,Mammalia,2763.0,1548.0,2364.0
OQ968302,OQ968302.1,"MAG: Mamastrovirus sp. isolate 20259/SD/CHN/HAstV-1, complete genome",24-MAY-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6770.0,"Chen,M.",,20259/SD/CHN/HAstV-1,China,,2020,feces,Homo sapiens,Yes,3.0,No,No,84-2847,1.0,2786-4334,1.0,4326-6690,1.0,Mammalia,2763.0,1548.0,2364.0
OP681161,OP681161.1,"Mamastrovirus 2 isolate FeAstV22SH0725-16 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2451.0,"Liu,G., Meng,C. and Du,H.",,FeAstV22SH0725-16,China,,Apr-2022,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2451,1.0,Mammalia,,,2451.0
OP681160,OP681160.1,"Mamastrovirus 2 isolate FeAstV21SH0505-15 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2451.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH0505-15,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2451,1.0,Mammalia,,,2451.0
OP681159,OP681159.1,"Mamastrovirus 2 isolate FeAstV21SH0505-6 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2451.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH0505-6,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2451,1.0,Mammalia,,,2451.0
OP681158,OP681158.1,"Mamastrovirus 2 isolate FeAstV21SH0505-31 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2445.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH0505-31,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OP681157,OP681157.1,"Mamastrovirus 2 isolate FeAstV22SH0725-12 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2445.0,"Liu,G., Meng,C. and Du,H.",,FeAstV22SH0725-12,China,,Apr-2022,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OP681156,OP681156.1,"Mamastrovirus 2 isolate FeAstV21SH0505-11 ORF2 protein gene, complete cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2445.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH0505-11,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OP681155,OP681155.1,"Mamastrovirus 2 isolate FeAstV21SH050-20 ORF2 protein gene, partial cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2440.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH050-20,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2440,1.0,Mammalia,,,2440.0
OP681154,OP681154.1,"Mamastrovirus 2 isolate FeAstV21SH0505-2 ORF2 protein gene, partial cds",03-MAY-2023,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2440.0,"Liu,G., Meng,C. and Du,H.",,FeAstV21SH0505-2,China,,Apr-2021,stool,feline,No,1.0,No,No,NA-NA,,NA-NA,,0-2440,1.0,Mammalia,,,2440.0
OP643782,OP643782.1,"Porcine astrovirus 5 isolate PAstV5_KOR/1295/2020_Brain capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2272.0,"Park,J.-S. and Oem,J.-K.",,PAstV5_KOR/1295/2020_Brain,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2238,1.0,Mammalia,,,2238.0
OP643781,OP643781.1,"Porcine astrovirus 5 isolate PAstV5_KOR/1006-2/2020_Brain capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2232.0,"Park,J.-S. and Oem,J.-K.",,PAstV5_KOR/1006-2/2020_Brain,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2208,1.0,Mammalia,,,2208.0
OP643780,OP643780.1,"Porcine astrovirus 5 isolate PAstV5_KOR/0983/2020_Brain2 capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2231.0,"Park,J.-S. and Oem,J.-K.",,PAstV5_KOR/0983/2020_Brain2,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2208,1.0,Mammalia,,,2208.0
OP643779,OP643779.1,"Porcine astrovirus 5 isolate PAstV5_KOR/0983/2020_Brain1 capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2249.0,"Park,J.-S. and Oem,J.-K.",,PAstV5_KOR/0983/2020_Brain1,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2226,1.0,Mammalia,,,2226.0
OP643778,OP643778.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1295/2020_Intestine2 capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2586.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1295/2020_Intestine2,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2505,1.0,Mammalia,,,2505.0
OP643777,OP643777.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1295/2020_Intestine1 capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2652.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1295/2020_Intestine1,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2568,1.0,Mammalia,,,2568.0
OP643776,OP643776.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1096/2020_Intestine capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2572.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1096/2020_Intestine,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2496,1.0,Mammalia,,,2496.0
OP643775,OP643775.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1006-2/2020_Intestine capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2542.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1006-2/2020_Intestine,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2499,1.0,Mammalia,,,2499.0
OP643774,OP643774.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1006-2/2020_Brain capsid protein (ORF2) gene, partial cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2465.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1006-2/2020_Brain,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2465,1.0,Mammalia,,,2465.0
OP643773,OP643773.1,"Porcine astrovirus 4 isolate PAstV4_KOR/1006-1/2020_Intestine capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2534.0,"Park,J.-S. and Oem,J.-K.",,PAstV4_KOR/1006-1/2020_Intestine,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2481,1.0,Mammalia,,,2481.0
OP643772,OP643772.1,"Porcine astrovirus 3 isolate PAstV3_KOR/1295/2020_Brain capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2335.0,"Park,J.-S. and Oem,J.-K.",,PAstV3_KOR/1295/2020_Brain,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2298,1.0,Mammalia,,,2298.0
OP643771,OP643771.1,"Porcine astrovirus 2 isolate PAstV2_KOR/1295/2020_Intestine1 capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2425.0,"Park,J.-S. and Oem,J.-K.",,PAstV2_KOR/1295/2020_Intestine1,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2319,1.0,Mammalia,,,2319.0
OP643770,OP643770.1,"Porcine astrovirus 2 isolate PAstV2_KOR/1006-2/2020_Intestine capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2392.0,"Park,J.-S. and Oem,J.-K.",,PAstV2_KOR/1006-2/2020_Intestine,South Korea,,2020,intestine,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2319,1.0,Mammalia,,,2319.0
OP643769,OP643769.1,"Porcine astrovirus 1 isolate PAstV1_KOR/1006-2/2020_Brain capsid protein (ORF2) gene, complete cds",30-APR-2023,Porcine astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2316.0,"Park,J.-S. and Oem,J.-K.",,PAstV1_KOR/1006-2/2020_Brain,South Korea,,2020,brain,Sus scrofa domesticus (pig),No,1.0,No,No,NA-NA,,NA-NA,,0-2313,1.0,Mammalia,,,2313.0
OP594725,OP594725.1,"Human astrovirus strain MLB2, complete genome",26-APR-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6554.0,"Forberg,K.R. and Berg,M.G.",MLB2,,USA,,2020,plasma,Homo sapiens,No,3.0,No,No,10-2626,1.0,10-2671,1.0,4183-6460,1.0,Mammalia,2616.0,2661.0,2277.0
OQ633094,OQ633094.1,"MAG: Human astrovirus isolate MH03con2 capsid protein gene, complete cds",16-APR-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2271.0,"Bao,S. and Zhang,W.",,MH03con2,China,,2018,feces,Homo sapiens,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2271,1.0,Mammalia,,,2271.0
OQ633093,OQ633093.1,"MAG: Human astrovirus isolate MH09con1 capsid protein gene, complete cds",16-APR-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2352.0,"Bao,S. and Zhang,W.",,MH09con1,China,,2018,feces,Homo sapiens,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2352,1.0,Mammalia,,,2352.0
OQ633092,OQ633092.1,"MAG: Human astrovirus isolate MH18con1 capsid protein gene, complete cds",16-APR-2023,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2364.0,"Bao,S. and Zhang,W.",,MH18con1,China,,2018,feces,Homo sapiens,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2364,1.0,Mammalia,,,2364.0
LC732125,LC732125.1,"Human astrovirus MLB3 Human/JPN/2019/JP18634 RNA, nearly complete genome",12-APR-2023,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6048.0,"Okitsu,S., Khamrin,P., Maneekarn,N. and Ushijima,H.",Human/JPN/2019/JP18634,Child with acute gastroenteritis,"Japan: Gunma, Kiryu",,2019-12-14,feces,Homo sapiens,No,3.0,No,No,0-2325,1.0,2261-3797,1.0,3789-6033,1.0,Mammalia,2325.0,1536.0,2244.0
LC732124,LC732124.1,"Human astrovirus 3 Human/JPN/2016/JP14989 RNA, nearly complete genome",12-APR-2023,Human astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,6610.0,"Okitsu,S., Khamrin,P., Maneekarn,N. and Ushijima,H.",Human/JPN/2016/JP14989,Child with acute gastroenteritis,"Japan: Gunma, Kiryu",,2016-05-24,feces,Homo sapiens,No,3.0,No,No,0-2760,1.0,2699-4247,1.0,4239-6610,1.0,Mammalia,2760.0,1548.0,2371.0
LC732123,LC732123.1,"Human astrovirus 3 Human/JPN/2016/JP14665 RNA, nearly complete genome",12-APR-2023,Human astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,6654.0,"Okitsu,S., Khamrin,P., Maneekarn,N. and Ushijima,H.",Human/JPN/2016/JP14665,Child with acute gastroenteritis,"Japan: Gunma, Kiryu",,2016-05-07,feces,Homo sapiens,No,3.0,No,No,0-2763,1.0,2702-4250,1.0,4242-6627,1.0,Mammalia,2763.0,1548.0,2385.0
LC732122,LC732122.1,"Human astrovirus 3 Human/JPN/2016/JP14641 RNA, nearly complete genome",12-APR-2023,Human astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,6655.0,"Okitsu,S., Khamrin,P., Maneekarn,N. and Ushijima,H.",Human/JPN/2016/JP14641,Child with acute gastroenteritis,"Japan: Gunma, Kiryu",,2016-04-24,feces,Homo sapiens,No,3.0,No,No,0-2763,1.0,2702-4250,1.0,4242-6627,1.0,Mammalia,2763.0,1548.0,2385.0
OQ615871,OQ615871.1,"MAG: Astroviridae sp. isolate RnF01 capsid protein gene, complete cds",11-APR-2023,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2466.0,"Yi,B.",,RnF01,China,,,,Rattus norvegicus,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2466,1.0,Mammalia,,,2466.0
OQ615870,OQ615870.1,"MAG: Astroviridae sp. isolate RfF04 capsid protein gene, complete cds",11-APR-2023,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2454.0,"Yi,B.",,RfF04,China,,,,Rattus flavipectus,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2454,1.0,Mammalia,,,2454.0
OQ615869,OQ615869.1,"MAG: Astroviridae sp. isolate RfF03 capsid protein gene, complete cds",11-APR-2023,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2445.0,"Yi,B.",,RfF03,China,,,,Rattus flavipectus,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OQ615868,OQ615868.1,"MAG: Astroviridae sp. isolate RfF02 capsid protein gene, complete cds",11-APR-2023,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2445.0,"Yi,B.",,RfF02,China,,,,Rattus flavipectus,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OQ615867,OQ615867.1,"MAG: Astrovirus sp. isolate RfF01 capsid protein gene, complete cds",11-APR-2023,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2445.0,"Yi,B.",,RfF01,China,,,,Rattus flavipectus,Yes,1.0,No,No,NA-NA,,NA-NA,,0-2445,1.0,Mammalia,,,2445.0
OP094602,OP094602.1,"Bamboo rat astrovirus isolate B80F05 nonstructural protein gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds",08-APR-2023,Bamboo rat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6136.0,"Wang,H. and Shen,Y.",,B80F05,China,,Mar-2019,duodenum,Rhizomys pruinosus,No,3.0,No,No,1-2557,1.0,2361-3888,1.0,3893-6050,1.0,Mammalia,2556.0,1527.0,2157.0
OQ198049,OQ198049.1,MAG: Canine astrovirus isolate AstroviridaeDogfe319C1full genomic sequence,04-APR-2023,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6667.0,"Jiang,X. and Zhang,W.",,AstroviridaeDogfe319C1full,China,,2020/2021,canine feces,canine,Yes,1.0,No,No,NA-NA,,NA-NA,,4131-6642,1.0,Mammalia,,,2511.0
ON932805,ON932805.1,"Rodent astrovirus isolate AstroV-HMU-3 nonstructural polyprotein and capsid protein genes, partial cds",25-MAR-2023,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,3833.0,"Li,Y., Li,Z., Peng,R., Du,J., Yin,F. and Tang,C.",,AstroV-HMU-3,China,,Nov-2019,anal swab,Rattus tanezumi,No,2.0,No,No,NA-NA,,NA-NA,,1423-3833,1.0,Mammalia,,,2410.0
OQ630461,OQ630461.1,"Human astrovirus 1 isolate SEN_21_286_S1, partial genome",22-MAR-2023,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,6387.0,"Kebe,O., Ndiaye,N., Thiaw,F. III and Faye,M.",,SEN_21_286_S1,Guinea,,13-Jan-2021,Stool Sample of non-polio AFP,Homo sapiens,No,3.0,No,No,2-2741,1.0,2668-4228,1.0,4220-6387,1.0,Mammalia,2739.0,1560.0,2167.0
ON682302,ON682302.1,"Bovine astrovirus strain BoAstV67/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6188.0,"Zhao,F.",BoAstV67/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,33-2484,1.0,NA-NA,,3891-6123,1.0,Mammalia,2451.0,,2232.0
ON682301,ON682301.1,"Bovine astrovirus strain BoAstV66/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6194.0,"Zhao,F.",BoAstV66/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,32-2483,1.0,NA-NA,,3890-6125,1.0,Mammalia,2451.0,,2235.0
ON682300,ON682300.1,"Bovine astrovirus strain BoAstV65/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6189.0,"Zhao,F.",BoAstV65/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,38-2489,1.0,NA-NA,,3815-6125,1.0,Mammalia,2451.0,,2310.0
ON682296,ON682296.1,"Bovine astrovirus strain BoAstV61/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6137.0,"Zhao,F.",BoAstV61/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,11-2345,1.0,NA-NA,,3755-6056,1.0,Mammalia,2334.0,,2301.0
ON682295,ON682295.1,"Bovine astrovirus strain BoAstV60/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6296.0,"Zhao,F.",BoAstV60/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,35-2489,1.0,NA-NA,,3944-6221,1.0,Mammalia,2454.0,,2277.0
ON682293,ON682293.1,"Bovine astrovirus strain BoAstV58/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6346.0,"Zhao,F.",BoAstV58/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,100-2554,1.0,NA-NA,,3961-6271,1.0,Mammalia,2454.0,,2310.0
ON682292,ON682292.1,"Bovine astrovirus strain BoAstV57/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6285.0,"Zhao,F.",BoAstV57/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,33-2487,1.0,NA-NA,,3894-6207,1.0,Mammalia,2454.0,,2313.0
ON682291,ON682291.1,"Bovine astrovirus strain BoAstV56/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6183.0,"Zhao,F.",BoAstV56/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,31-2482,1.0,NA-NA,,3889-6121,1.0,Mammalia,2451.0,,2232.0
ON682290,ON682290.1,"Bovine astrovirus strain BoAstV55/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6285.0,"Zhao,F.",BoAstV55/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,34-2488,1.0,NA-NA,,3895-6208,1.0,Mammalia,2454.0,,2313.0
ON682289,ON682289.1,"Bovine astrovirus strain BoAstV54/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6360.0,"Zhao,F.",BoAstV54/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,88-2542,1.0,NA-NA,,3949-6262,1.0,Mammalia,2454.0,,2313.0
ON682288,ON682288.1,"Bovine astrovirus strain BoAstV53/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6183.0,"Zhao,F.",BoAstV53/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,32-2483,1.0,NA-NA,,3890-6113,1.0,Mammalia,2451.0,,2223.0
ON682287,ON682287.1,"Bovine astrovirus strain BoAstV52/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6284.0,"Zhao,F.",BoAstV52/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,3895-6208,1.0,NA-NA,,NA-NA,,Mammalia,2313.0,,
ON682286,ON682286.1,"Bovine astrovirus strain BoAstV51/2021/CHN, complete genome",21-MAR-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6119.0,"Zhao,F.",BoAstV51/2021/CHN,,China,,2021,feces,Cow,No,2.0,No,No,15-2349,1.0,NA-NA,,3759-6039,1.0,Mammalia,2334.0,,2280.0
